Fed List and DJN Total,Zip Code,ex_Name,ex_AREA,ex_PERIMETER,ex_ZT36_D00_,ex_ZT36_D00_I,ex_ZCTA,ex_LSAD,ex_LSAD_TRANS,geometry
41,11934,11934,0.0013,0.20481,2373,2372,11934,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.808905,40.822882,0.0 -72.809177,40.824226,0.0 -72.802265,40.823026,0.0 -72.784809,40.823762,0.0 -72.786713,40.816914,0.0 -72.786105,40.811586,0.0 -72.782425,40.807778,0.0 -72.764312,40.811874,0.0 -72.764088,40.81021,0.0 -72.774105,40.808098,0.0 -72.773257,40.806738,0.0 -72.773737,40.791554,0.0 -72.771896,40.787538,0.0 -72.77196,40.783394,0.0 -72.774681,40.782834,0.0 -72.782361,40.782882,0.0 -72.784667,40.783375,0.0 -72.790137,40.783794,0.0 -72.790681,40.783938,0.0 -72.796681,40.785842,0.0 -72.797209,40.78581,0.0 -72.802297,40.784706,0.0 -72.802681,40.784546,0.0 -72.804761,40.783474,0.0 -72.80553,40.782578,0.0 -72.807322,40.777234,0.0 -72.80977,40.778082,0.0 -72.81553,40.78397,0.0 -72.816874,40.785986,0.0 -72.816202,40.796098,0.0 -72.815658,40.797634,0.0 -72.814074,40.799538,0.0 -72.812634,40.80189,0.0 -72.809482,40.804322,0.0 -72.800953,40.804642,0.0 -72.802585,40.81941,0.0 -72.807145,40.821538,0.0 -72.808905,40.822882,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
40,11935,11935,0.00294,0.46868,2316,2315,11935,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.494573,41.046529,0.0 -72.479693,41.038777,0.0 -72.481665,41.037787,0.0 -72.466618,41.030084,0.0 -72.463002,41.034132,0.0 -72.45841,41.037396,0.0 -72.452121,41.028404,0.0 -72.450185,41.022884,0.0 -72.450153,41.021188,0.0 -72.447642,41.020818,0.0 -72.447385,41.015764,0.0 -72.444553,41.009012,0.0 -72.442272,41.005142,0.0 -72.439737,41.000164,0.0 -72.439753,40.999412,0.0 -72.439433,40.998644,0.0 -72.435321,40.990212,0.0 -72.433545,40.98554,0.0 -72.433689,40.985252,0.0 -72.435241,40.987748,0.0 -72.436201,40.988548,0.0 -72.438185,40.9897,0.0 -72.444457,40.994132,0.0 -72.446169,40.9949,0.0 -72.448649,40.996644,0.0 -72.452521,40.998276,0.0 -72.452825,40.999172,0.0 -72.455241,41.000484,0.0 -72.456201,41.001444,0.0 -72.456377,41.002084,0.0 -72.455945,41.003236,0.0 -72.455241,41.00354,0.0 -72.453833,41.00226,0.0 -72.453529,41.002292,0.0 -72.453017,41.003444,0.0 -72.453065,41.004132,0.0 -72.453801,41.005188,0.0 -72.454985,41.006164,0.0 -72.459737,41.008356,0.0 -72.459753,41.008804,0.0 -72.459529,41.008788,0.0 -72.456969,41.008324,0.0 -72.455481,41.007668,0.0 -72.455193,41.007812,0.0 -72.455513,41.008228,0.0 -72.453865,41.009524,0.0 -72.453913,41.01042,0.0 -72.453385,41.010868,0.0 -72.453289,41.012036,0.0 -72.451593,41.012212,0.0 -72.449641,41.011844,0.0 -72.448265,41.011972,0.0 -72.447865,41.012228,0.0 -72.447577,41.012868,0.0 -72.447705,41.0137,0.0 -72.448089,41.014228,0.0 -72.450153,41.015732,0.0 -72.451113,41.015284,0.0 -72.453321,41.01514,0.0 -72.453721,41.015332,0.0 -72.453257,41.014964,0.0 -72.452297,41.015076,0.0 -72.452169,41.014628,0.0 -72.451305,41.013716,0.0 -72.451737,41.013124,0.0 -72.453609,41.012916,0.0 -72.457225,41.01082,0.0 -72.459113,41.011396,0.0 -72.458537,41.012948,0.0 -72.459145,41.013108,0.0 -72.460617,41.016308,0.0 -72.461817,41.01786,0.0 -72.461129,41.0193,0.0 -72.460985,41.019956,0.0 -72.461161,41.02082,0.0 -72.461417,41.02058,0.0 -72.462137,41.01802,0.0 -72.460969,41.016564,0.0 -72.461289,41.016228,0.0 -72.461065,41.01546,0.0 -72.461193,41.0145,0.0 -72.460793,41.01354,0.0 -72.460745,41.012532,0.0 -72.460233,41.012084,0.0 -72.461977,41.01122,0.0 -72.462233,41.01058,0.0 -72.463033,41.01066,0.0 -72.465369,41.011428,0.0 -72.466457,41.012708,0.0 -72.467385,41.013204,0.0 -72.467353,41.014564,0.0 -72.468185,41.015604,0.0 -72.468489,41.016708,0.0 -72.469242,41.017316,0.0 -72.470586,41.019236,0.0 -72.471226,41.019588,0.0 -72.47121,41.019892,0.0 -72.47217,41.021156,0.0 -72.473434,41.021668,0.0 -72.47345,41.02106,0.0 -72.471834,41.019876,0.0 -72.471434,41.018532,0.0 -72.470634,41.017668,0.0 -72.470692,41.016801,0.0 -72.469705,41.01546,0.0 -72.471466,41.014308,0.0 -72.47337,41.01458,0.0 -72.471114,41.0141,0.0 -72.469833,41.013556,0.0 -72.469481,41.013316,0.0 -72.469145,41.012564,0.0 -72.468201,41.012116,0.0 -72.467769,41.010612,0.0 -72.468617,41.009668,0.0 -72.467897,41.010116,0.0 -72.466697,41.010308,0.0 -72.465625,41.009972,0.0 -72.463609,41.010276,0.0 -72.462441,41.009684,0.0 -72.462217,41.008532,0.0 -72.461817,41.008004,0.0 -72.461369,41.008068,0.0 -72.461881,41.008388,0.0 -72.461113,41.008324,0.0 -72.460761,41.008756,0.0 -72.460425,41.008804,0.0 -72.460217,41.008196,0.0 -72.461001,41.007572,0.0 -72.464457,41.0061,0.0 -72.468601,41.003396,0.0 -72.471497,41.00386,0.0 -72.471993,41.004404,0.0 -72.474233,41.005108,0.0 -72.474569,41.005556,0.0 -72.473049,41.005924,0.0 -72.473577,41.006596,0.0 -72.474473,41.0069,0.0 -72.474746,41.007556,0.0 -72.474778,41.00922,0.0 -72.475402,41.010004,0.0 -72.476346,41.010116,0.0 -72.47801,41.00954,0.0 -72.477882,41.009316,0.0 -72.478682,41.008196,0.0 -72.478794,41.007236,0.0 -72.478602,41.006916,0.0 -72.476554,41.00674,0.0 -72.475305,41.005076,0.0 -72.474633,41.00466,0.0 -72.473497,41.004532,0.0 -72.472649,41.004116,0.0 -72.471657,41.003188,0.0 -72.469609,41.003332,0.0 -72.468937,41.002964,0.0 -72.468889,41.002676,0.0 -72.470937,40.999028,0.0 -72.472105,40.996356,0.0 -72.472233,40.995876,0.0 -72.471996,40.995078,0.0 -72.476217,40.997508,0.0 -72.476393,40.99994,0.0 -72.477513,41.002372,0.0 -72.480778,40.994628,0.0 -72.480474,40.992068,0.0 -72.482122,40.990868,0.0 -72.485066,40.990244,0.0 -72.493866,40.991412,0.0 -72.491914,40.995076,0.0 -72.494682,40.997476,0.0 -72.49505,40.996068,0.0 -72.494186,40.991572,0.0 -72.497354,40.989396,0.0 -72.499978,40.988596,0.0 -72.498986,40.989972,0.0 -72.50049,40.992596,0.0 -72.504074,40.993684,0.0 -72.507754,40.993412,0.0 -72.509434,40.998836,0.0 -72.528748,41.017684,0.0 -72.522603,41.021668,0.0 -72.512683,41.030292,0.0 -72.520844,41.035236,0.0 -72.521012,41.037828,0.0 -72.512881,41.040504,0.0 -72.507437,41.042296,0.0 -72.494573,41.046529,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
756,11937,11937,0.00143,0.20349,2313,2312,11937,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.120185,41.11305,0.0 -72.116083,41.111736,0.0 -72.102708,41.107451,0.0 -72.098442,41.106085,0.0 -72.084207,41.101524,0.0 -72.084121,41.101309,0.0 -72.081167,41.09394,0.0 -72.084031,41.076361,0.0 -72.085096,41.069825,0.0 -72.086349,41.062133,0.0 -72.086943,41.058486,0.0 -72.086975,41.058292,0.0 -72.087205,41.05818,0.0 -72.090653,41.056493,0.0 -72.0943,41.05471,0.0 -72.095711,41.05402,0.0 -72.0972,41.054884,0.0 -72.097197,41.055872,0.0 -72.097137,41.07536,0.0 -72.097136,41.075844,0.0 -72.097458,41.076414,0.0 -72.097683,41.076811,0.0 -72.103152,41.086484,0.0 -72.1064,41.088883,0.0 -72.10685,41.089019,0.0 -72.109763,41.089902,0.0 -72.114309,41.091278,0.0 -72.119886,41.092967,0.0 -72.12056,41.093171,0.0 -72.121447,41.093137,0.0 -72.139233,41.092451,0.0 -72.141921,41.094371,0.0 -72.142827,41.097464,0.0 -72.142929,41.097811,0.0 -72.142694,41.098136,0.0 -72.140737,41.100835,0.0 -72.133165,41.103995,0.0 -72.132225,41.104387,0.0 -72.128352,41.108131,0.0 -72.126704,41.115139,0.0 -72.122455,41.113778,0.0 -72.120185,41.11305,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
22,11939,11939,0.00052,0.1768,2439,2438,11939,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.355825,41.133685,0.0 -72.333351,41.138018,0.0 -72.333296,41.138031,0.0 -72.322381,41.140664,0.0 -72.316471,41.143538,0.0 -72.309019,41.147163,0.0 -72.305963,41.148649,0.0 -72.30391,41.146786,0.0 -72.303254,41.145346,0.0 -72.304438,41.142946,0.0 -72.308582,41.143778,0.0 -72.309862,41.145394,0.0 -72.312278,41.144914,0.0 -72.317078,41.14205,0.0 -72.318134,41.140962,0.0 -72.318806,41.138882,0.0 -72.32047,41.13669,0.0 -72.327494,41.131698,0.0 -72.326694,41.136482,0.0 -72.327942,41.137186,0.0 -72.331447,41.137218,0.0 -72.333655,41.133266,0.0 -72.328342,41.132114,0.0 -72.327225,41.131344,0.0 -72.335271,41.120274,0.0 -72.335265,41.119384,0.0 -72.339303,41.114067,0.0 -72.342343,41.112163,0.0 -72.347111,41.112707,0.0 -72.345511,41.114067,0.0 -72.348423,41.115475,0.0 -72.351527,41.118915,0.0 -72.346951,41.121475,0.0 -72.351287,41.127187,0.0 -72.353655,41.126067,0.0 -72.356935,41.127267,0.0 -72.358071,41.128371,0.0 -72.354647,41.131619,0.0 -72.355825,41.133685,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
31,11940,11940,0.00151,0.25584,2444,2443,11940,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.784809,40.823762,0.0 -72.774313,40.825026,0.0 -72.76172,40.828146,0.0 -72.757544,40.829778,0.0 -72.754792,40.831506,0.0 -72.74692,40.834386,0.0 -72.750344,40.830626,0.0 -72.743832,40.824914,0.0 -72.741592,40.822274,0.0 -72.741048,40.821218,0.0 -72.734551,40.814882,0.0 -72.730839,40.812162,0.0 -72.732247,40.806051,0.0 -72.732215,40.801027,0.0 -72.732599,40.799651,0.0 -72.737047,40.799523,0.0 -72.742008,40.800082,0.0 -72.745704,40.802642,0.0 -72.75692,40.805026,0.0 -72.754808,40.802242,0.0 -72.754072,40.800402,0.0 -72.753272,40.795746,0.0 -72.750584,40.793474,0.0 -72.745944,40.792803,0.0 -72.745384,40.790819,0.0 -72.747192,40.787619,0.0 -72.750273,40.787124,0.0 -72.751864,40.789202,0.0 -72.760504,40.79357,0.0 -72.762472,40.795858,0.0 -72.763176,40.79501,0.0 -72.763464,40.792402,0.0 -72.762056,40.790178,0.0 -72.756456,40.785443,0.0 -72.75748,40.784451,0.0 -72.765976,40.782802,0.0 -72.77196,40.783394,0.0 -72.771896,40.787538,0.0 -72.773737,40.791554,0.0 -72.773257,40.806738,0.0 -72.774105,40.808098,0.0 -72.764088,40.81021,0.0 -72.764312,40.811874,0.0 -72.782425,40.807778,0.0 -72.786105,40.811586,0.0 -72.786713,40.816914,0.0 -72.784809,40.823762,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
40,11941,11941,0.00121,0.21285,1931,1930,11941,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.696694,40.847971,0.0 -72.698438,40.846691,0.0 -72.701958,40.841827,0.0 -72.708134,40.831219,0.0 -72.69863,40.828419,0.0 -72.705366,40.819363,0.0 -72.710998,40.819731,0.0 -72.712198,40.818387,0.0 -72.71103,40.811763,0.0 -72.715511,40.810698,0.0 -72.71519,40.811635,0.0 -72.715926,40.811331,0.0 -72.721143,40.806243,0.0 -72.724471,40.809443,0.0 -72.724551,40.811395,0.0 -72.72322,40.815603,0.0 -72.718423,40.822338,0.0 -72.723927,40.81741,0.0 -72.72554,40.815195,0.0 -72.728071,40.814722,0.0 -72.728935,40.815426,0.0 -72.728263,40.824258,0.0 -72.727591,40.825346,0.0 -72.728151,40.825298,0.0 -72.729895,40.821362,0.0 -72.730625,40.816628,0.0 -72.732567,40.814786,0.0 -72.741592,40.822274,0.0 -72.743832,40.824914,0.0 -72.750344,40.830626,0.0 -72.74692,40.834386,0.0 -72.738871,40.837378,0.0 -72.723383,40.844498,0.0 -72.719847,40.845458,0.0 -72.713718,40.848354,0.0 -72.696806,40.853187,0.0 -72.696694,40.847971,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
74,11942,11942,0.00214,0.29029,1908,1907,11942,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.547,40.852754,0.0 -72.550287,40.848964,0.0 -72.550927,40.840436,0.0 -72.553135,40.839716,0.0 -72.557312,40.839427,0.0 -72.562384,40.839779,0.0 -72.567696,40.841683,0.0 -72.568832,40.842787,0.0 -72.569392,40.845027,0.0 -72.570656,40.846179,0.0 -72.577584,40.847523,0.0 -72.572704,40.845251,0.0 -72.5716,40.843587,0.0 -72.571008,40.840707,0.0 -72.572656,40.833059,0.0 -72.573728,40.831171,0.0 -72.574544,40.830323,0.0 -72.578193,40.831363,0.0 -72.580657,40.832835,0.0 -72.587265,40.835347,0.0 -72.582853,40.831276,0.0 -72.585649,40.831907,0.0 -72.588929,40.834307,0.0 -72.592945,40.838659,0.0 -72.594001,40.839043,0.0 -72.599649,40.839203,0.0 -72.602289,40.837507,0.0 -72.604434,40.839651,0.0 -72.606898,40.844979,0.0 -72.608095,40.845408,0.0 -72.610301,40.844771,0.0 -72.610653,40.844188,0.0 -72.608951,40.836349,0.0 -72.612402,40.834563,0.0 -72.615762,40.833651,0.0 -72.617789,40.833412,0.0 -72.61589,40.834083,0.0 -72.615634,40.834563,0.0 -72.615014,40.840876,0.0 -72.617522,40.848739,0.0 -72.624163,40.869319,0.0 -72.616802,40.870819,0.0 -72.61653,40.870531,0.0 -72.602929,40.873811,0.0 -72.596417,40.874723,0.0 -72.571456,40.875059,0.0 -72.571728,40.873107,0.0 -72.573072,40.872179,0.0 -72.572736,40.868147,0.0 -72.57112,40.862659,0.0 -72.572416,40.860131,0.0 -72.57512,40.857939,0.0 -72.57496,40.854931,0.0 -72.560619,40.864018,0.0 -72.555983,40.8537,0.0 -72.547,40.852754,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
67,11944,11944,0.00116,0.26687,2441,2440,11944,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.347111,41.112707,0.0 -72.352114,41.115327,0.0 -72.353031,41.116259,0.0 -72.355495,41.117747,0.0 -72.355943,41.117571,0.0 -72.355223,41.116707,0.0 -72.352743,41.115891,0.0 -72.349431,41.109619,0.0 -72.350359,41.106019,0.0 -72.357607,41.109539,0.0 -72.359655,41.111027,0.0 -72.359639,41.112291,0.0 -72.359431,41.112307,0.0 -72.359351,41.111939,0.0 -72.358983,41.111939,0.0 -72.358759,41.112467,0.0 -72.359463,41.113027,0.0 -72.360711,41.112147,0.0 -72.361991,41.109715,0.0 -72.361927,41.109219,0.0 -72.356071,41.106579,0.0 -72.355831,41.105619,0.0 -72.356071,41.102691,0.0 -72.356455,41.101683,0.0 -72.359207,41.101123,0.0 -72.359911,41.101315,0.0 -72.361767,41.100627,0.0 -72.363399,41.097475,0.0 -72.363159,41.095779,0.0 -72.361975,41.095683,0.0 -72.363879,41.094115,0.0 -72.364407,41.091795,0.0 -72.368664,41.094051,0.0 -72.3746,41.094643,0.0 -72.377304,41.093571,0.0 -72.379912,41.090867,0.0 -72.380376,41.089587,0.0 -72.382472,41.088355,0.0 -72.382968,41.089875,0.0 -72.381352,41.091715,0.0 -72.382056,41.093091,0.0 -72.382069,41.091613,0.0 -72.383944,41.089699,0.0 -72.385624,41.089667,0.0 -72.385368,41.089123,0.0 -72.383656,41.088995,0.0 -72.383656,41.087683,0.0 -72.3826,41.086195,0.0 -72.380328,41.085891,0.0 -72.375944,41.081619,0.0 -72.374712,41.079795,0.0 -72.376552,41.078163,0.0 -72.377208,41.078195,0.0 -72.377704,41.079027,0.0 -72.378664,41.077779,0.0 -72.375384,41.076563,0.0 -72.3838,41.079155,0.0 -72.384776,41.080243,0.0 -72.385016,41.079443,0.0 -72.386539,41.080006,0.0 -72.389992,41.082547,0.0 -72.392392,41.085987,0.0 -72.394904,41.087955,0.0 -72.399112,41.087795,0.0 -72.402953,41.093315,0.0 -72.39389,41.097218,0.0 -72.395032,41.098103,0.0 -72.387696,41.104796,0.0 -72.371313,41.119743,0.0 -72.35649,41.133268,0.0 -72.356087,41.133635,0.0 -72.355825,41.133685,0.0 -72.354647,41.131619,0.0 -72.358071,41.128371,0.0 -72.356935,41.127267,0.0 -72.353655,41.126067,0.0 -72.351287,41.127187,0.0 -72.346951,41.121475,0.0 -72.351527,41.118915,0.0 -72.348423,41.115475,0.0 -72.345511,41.114067,0.0 -72.347111,41.112707,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
144,11946,11946,0.00376,0.47528,1880,1879,11946,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.547,40.852754,0.0 -72.555983,40.8537,0.0 -72.560619,40.864018,0.0 -72.57496,40.854931,0.0 -72.57512,40.857939,0.0 -72.572416,40.860131,0.0 -72.57112,40.862659,0.0 -72.572736,40.868147,0.0 -72.573072,40.872179,0.0 -72.571728,40.873107,0.0 -72.571456,40.875059,0.0 -72.596417,40.874723,0.0 -72.602929,40.873811,0.0 -72.61653,40.870531,0.0 -72.616802,40.870819,0.0 -72.619281,40.872613,0.0 -72.61933,40.873603,0.0 -72.61861,40.873987,0.0 -72.610314,40.874307,0.0 -72.56094,40.878377,0.0 -72.558479,40.883108,0.0 -72.562639,40.884355,0.0 -72.566527,40.887315,0.0 -72.567135,40.891331,0.0 -72.572735,40.893539,0.0 -72.57768,40.894371,0.0 -72.581088,40.900643,0.0 -72.58208,40.902579,0.0 -72.580304,40.905955,0.0 -72.57792,40.907459,0.0 -72.575055,40.907251,0.0 -72.573007,40.906531,0.0 -72.569627,40.904387,0.0 -72.566431,40.899699,0.0 -72.565615,40.897379,0.0 -72.564751,40.897027,0.0 -72.563215,40.899204,0.0 -72.567247,40.904995,0.0 -72.565967,40.910211,0.0 -72.563855,40.914548,0.0 -72.553774,40.914004,0.0 -72.548958,40.913364,0.0 -72.541326,40.910916,0.0 -72.533565,40.90762,0.0 -72.522221,40.901476,0.0 -72.507068,40.896548,0.0 -72.502796,40.894692,0.0 -72.50318,40.8941,0.0 -72.502956,40.892036,0.0 -72.502092,40.890612,0.0 -72.501804,40.88186,0.0 -72.502188,40.880228,0.0 -72.501148,40.877172,0.0 -72.499804,40.875508,0.0 -72.493004,40.872692,0.0 -72.491564,40.873124,0.0 -72.492044,40.873412,0.0 -72.492108,40.874468,0.0 -72.49086,40.873876,0.0 -72.4907,40.871476,0.0 -72.491404,40.86858,0.0 -72.494364,40.864532,0.0 -72.496092,40.863236,0.0 -72.499725,40.858916,0.0 -72.502173,40.85434,0.0 -72.503085,40.849876,0.0 -72.501933,40.846596,0.0 -72.507789,40.850644,0.0 -72.517982,40.852036,0.0 -72.520718,40.851636,0.0 -72.5214,40.852853,0.0 -72.523838,40.85458,0.0 -72.525694,40.857524,0.0 -72.52331,40.84778,0.0 -72.524638,40.847652,0.0 -72.531054,40.848932,0.0 -72.536558,40.851236,0.0 -72.534158,40.851924,0.0 -72.530494,40.854756,0.0 -72.52931,40.855988,0.0 -72.52907,40.857364,0.0 -72.530958,40.8601,0.0 -72.532766,40.861764,0.0 -72.539422,40.866852,0.0 -72.541454,40.866644,0.0 -72.541134,40.86026,0.0 -72.541743,40.857828,0.0 -72.547,40.852754,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
16,11947,11947,0.00011,0.05552,2338,2337,11947,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.568111,40.946307,0.0 -72.581935,40.940131,0.0 -72.585087,40.943635,0.0 -72.579846,40.945574,0.0 -72.577167,40.951987,0.0 -72.572783,40.957539,0.0 -72.570099,40.954143,0.0 -72.573439,40.950451,0.0 -72.568111,40.946307,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
7,11948,11948,0.00076,0.17238,2326,2325,11948,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.582271,40.984723,0.0 -72.575854,40.986275,0.0 -72.561742,40.969252,0.0 -72.559486,40.97026,0.0 -72.553693,40.97474,0.0 -72.556205,40.977588,0.0 -72.558558,40.977156,0.0 -72.55947,40.9777,0.0 -72.559102,40.980868,0.0 -72.557005,40.980564,0.0 -72.554541,40.97866,0.0 -72.540475,40.975385,0.0 -72.537933,40.973348,0.0 -72.535804,40.973268,0.0 -72.537837,40.971556,0.0 -72.540893,40.967812,0.0 -72.543629,40.963332,0.0 -72.545197,40.959652,0.0 -72.548685,40.954692,0.0 -72.550077,40.954884,0.0 -72.55195,40.953956,0.0 -72.555998,40.950244,0.0 -72.563324,40.945804,0.0 -72.568111,40.946307,0.0 -72.573439,40.950451,0.0 -72.570099,40.954143,0.0 -72.572783,40.957539,0.0 -72.570879,40.960051,0.0 -72.564942,40.964948,0.0 -72.582271,40.984723,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
74,11949,11949,0.00875,0.46086,2353,2352,11949,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.842522,40.910914,0.0 -72.83409,40.914658,0.0 -72.832858,40.911154,0.0 -72.828634,40.904978,0.0 -72.810505,40.90453,0.0 -72.791993,40.906018,0.0 -72.784057,40.904946,0.0 -72.778121,40.90485,0.0 -72.767512,40.903282,0.0 -72.762776,40.903682,0.0 -72.760056,40.90309,0.0 -72.759128,40.902162,0.0 -72.756376,40.901138,0.0 -72.755064,40.901106,0.0 -72.74964,40.902642,0.0 -72.745608,40.905346,0.0 -72.742824,40.905506,0.0 -72.739064,40.902978,0.0 -72.742552,40.899618,0.0 -72.744984,40.894834,0.0 -72.745,40.89373,0.0 -72.743224,40.891714,0.0 -72.73916,40.888754,0.0 -72.737735,40.881058,0.0 -72.736119,40.879858,0.0 -72.735447,40.877858,0.0 -72.734583,40.86493,0.0 -72.740039,40.849154,0.0 -72.735479,40.847458,0.0 -72.728311,40.855554,0.0 -72.727991,40.854258,0.0 -72.728263,40.848434,0.0 -72.727015,40.845666,0.0 -72.723383,40.844498,0.0 -72.738871,40.837378,0.0 -72.74692,40.834386,0.0 -72.754792,40.831506,0.0 -72.757544,40.829778,0.0 -72.76172,40.828146,0.0 -72.774313,40.825026,0.0 -72.784809,40.823762,0.0 -72.802265,40.823026,0.0 -72.809177,40.824226,0.0 -72.808905,40.822882,0.0 -72.820122,40.822066,0.0 -72.837066,40.819714,0.0 -72.838602,40.822194,0.0 -72.840867,40.821943,0.0 -72.84121,40.829122,0.0 -72.854411,40.833954,0.0 -72.860091,40.833746,0.0 -72.863915,40.83437,0.0 -72.864347,40.835778,0.0 -72.864267,40.844914,0.0 -72.863371,40.847474,0.0 -72.855482,40.850434,0.0 -72.856219,40.851218,0.0 -72.860731,40.851026,0.0 -72.843546,40.858818,0.0 -72.841658,40.864802,0.0 -72.838266,40.867426,0.0 -72.83873,40.878898,0.0 -72.837562,40.878466,0.0 -72.842522,40.910914,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
36,11950,11950,0.00115,0.16746,1948,1947,11950,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.849931,40.785634,0.0 -72.850523,40.787346,0.0 -72.856075,40.78685,0.0 -72.858331,40.790114,0.0 -72.859451,40.794562,0.0 -72.858395,40.794018,0.0 -72.857515,40.794146,0.0 -72.858283,40.802786,0.0 -72.859515,40.808274,0.0 -72.853755,40.811122,0.0 -72.863371,40.818658,0.0 -72.864187,40.825186,0.0 -72.864411,40.833426,0.0 -72.860395,40.833058,0.0 -72.860091,40.833746,0.0 -72.854411,40.833954,0.0 -72.84121,40.829122,0.0 -72.840867,40.821943,0.0 -72.838602,40.822194,0.0 -72.837066,40.819714,0.0 -72.834362,40.81565,0.0 -72.832826,40.81197,0.0 -72.832714,40.806306,0.0 -72.833514,40.803938,0.0 -72.833322,40.803186,0.0 -72.831482,40.80253,0.0 -72.829181,40.802802,0.0 -72.830421,40.80204,0.0 -72.830938,40.802402,0.0 -72.832202,40.802226,0.0 -72.83137,40.800066,0.0 -72.831082,40.796674,0.0 -72.831402,40.793554,0.0 -72.829359,40.791362,0.0 -72.828378,40.791042,0.0 -72.82769,40.78917,0.0 -72.828938,40.788354,0.0 -72.833258,40.788402,0.0 -72.835226,40.787394,0.0 -72.837242,40.787394,0.0 -72.838254,40.788223,0.0 -72.845179,40.787682,0.0 -72.845883,40.785698,0.0 -72.849931,40.785634,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
57,11951,11951,0.00132,0.22588,2376,2375,11951,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.837242,40.787394,0.0 -72.838266,40.787122,0.0 -72.837514,40.786914,0.0 -72.830202,40.786626,0.0 -72.82825,40.787394,0.0 -72.826794,40.787106,0.0 -72.82393,40.785266,0.0 -72.82081,40.78237,0.0 -72.819786,40.779826,0.0 -72.81609,40.777602,0.0 -72.813962,40.777058,0.0 -72.814426,40.772594,0.0 -72.82193,40.77189,0.0 -72.822586,40.772482,0.0 -72.826346,40.772562,0.0 -72.813258,40.769954,0.0 -72.81233,40.771554,0.0 -72.813114,40.771842,0.0 -72.811674,40.771522,0.0 -72.810762,40.768418,0.0 -72.811418,40.764178,0.0 -72.812394,40.763058,0.0 -72.817594,40.759618,0.0 -72.818202,40.760386,0.0 -72.81929,40.760402,0.0 -72.833499,40.757458,0.0 -72.835899,40.75397,0.0 -72.840443,40.752258,0.0 -72.844171,40.753282,0.0 -72.848571,40.75741,0.0 -72.847099,40.754194,0.0 -72.844651,40.749874,0.0 -72.845419,40.74717,0.0 -72.847163,40.74621,0.0 -72.847979,40.746034,0.0 -72.850683,40.748562,0.0 -72.851339,40.74869,0.0 -72.856075,40.746834,0.0 -72.856155,40.746434,0.0 -72.854875,40.746162,0.0 -72.851227,40.748322,0.0 -72.851723,40.746674,0.0 -72.853243,40.745122,0.0 -72.858283,40.743842,0.0 -72.860507,40.744018,0.0 -72.860988,40.744226,0.0 -72.861916,40.749746,0.0 -72.860731,40.754594,0.0 -72.862747,40.755346,0.0 -72.863932,40.75645,0.0 -72.86462,40.758482,0.0 -72.863627,40.765442,0.0 -72.856955,40.766402,0.0 -72.853035,40.766034,0.0 -72.852219,40.766706,0.0 -72.851643,40.768354,0.0 -72.851643,40.771554,0.0 -72.848155,40.77981,0.0 -72.848091,40.781858,0.0 -72.849931,40.785634,0.0 -72.845883,40.785698,0.0 -72.845179,40.787682,0.0 -72.838254,40.788223,0.0 -72.837242,40.787394,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
